Are you self-employed?,Does your employer provide mental health benefits as part of healthcare coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?",Do you believe your productivity is ever affected by a mental health issue?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?
0,I don't know,No,No,No,Maybe,Maybe,I don't know,No,,,No,I would be suspicious that it would negatively effect their opinion of me as a potential employee / Bring down the superwoman factor a little.,No,Same as with the physical.,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",Yes,0,Not applicable to me,Not applicable to me,36,female,United States of America
0,I don't know,Yes,No,No,No,No,Yes,No,,,Maybe,I've never been in a situation like this so it's hard to say. My answer might be different depending on the exact health issue.,Maybe,Again it's not a situation I've experienced so I think it would depend on the health issue and how comfortable I was with the potential employer.,Maybe,"No, I don't think they would",Somewhat open,No,,0,Not applicable to me,Not applicable to me,46,M,United States of America
1,,,,,,,,,"No, because it doesn't matter",Unsure,Maybe,,Maybe,,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",Yes,0,Not applicable to me,Not applicable to me,39,Male,Netherlands
0,Yes,No,Maybe,No,Maybe,Yes,No,No,,,No,Unless it impacted my job I wouldn't ,No,They wouldn't hire me,Maybe,Maybe,Somewhat open,No,,1,Sometimes,Often,28,Female,United States of America
0,Yes,I don't know,Maybe,No,No,No,I don't know,No,,,No,US worker protections are lacking; proving a protected class as reason for non-hire is difficult,No,Same as before; lack of worker protections and proof that non-hire was result of disclosure of condition,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),N/A,,0,Not applicable to me,Not applicable to me,40,Male,United States of America
0,I don't know,No,Yes,No,Maybe,Yes,No,No,,,Maybe,"I would expect an unconscious bias against someone whose employment involves extra risk of medical leave, accommodations, or expense. Even an employer with the best intentions might unintentionally favor the ""easier"" hire.",No,Stigma.,"Yes, I think it would",Maybe,Very open,No,,1,Often,Often,23,Male,United States of America
0,I don't know,No,No,No,Yes,Yes,I don't know,No,,,Yes,If it's relevant to the position ,Yes,If it was relevant to the position. ,Maybe,Maybe,Somewhat open,No,,0,Not applicable to me,Not applicable to me,30,Male,United States of America
0,I don't know,I don't know,Maybe,Maybe,No,No,I don't know,No,,,No,I prefer to use the interview as an opportunity to learn more about a potential employer and to showcase my skills.,No,Same answer as before. I prefer to use an interview as an opportunity to learn more about a potential employer and to showcase my skills. I wouldn't want to waste that valuable time on the minutiae of my health.,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,0,Not applicable to me,Not applicable to me,28,fm,United States of America
0,No,No,Yes,No,Maybe,Maybe,No,Yes,,,No,"It _could_ way into being hired, instead of skills",No,"It _could_ way into being hired, instead of skills",Maybe,Maybe,Somewhat open,Maybe/Not sure,Maybe,0,Not applicable to me,Sometimes,27,Male,Netherlands
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,Only if it was very relevent would I share such information.  Otherwise no reason to give black marks to myself.,No,I cannot see how sharing this information would benefit me.,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,N/A,1,Often,Often,31,m,United States of America
0,Yes,No,Maybe,No,Maybe,No,No,No,,,Maybe,"if it were serious, I'd worry that it would prevent my being hired",Maybe,I don't have anything diagnosed specifically wrt my anxiety and depression.  Sometimes I don't take it as seriously because of that.,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,1,Sometimes,Sometimes,39,f,United States of America
0,Yes,No,Maybe,Maybe,Maybe,Maybe,No,No,,,Maybe,"If it was a protected disability thing, or if it just came up randomly.  Or if it's not a chronic condition.",Maybe,"If I was ""recovered""",Maybe,Maybe,Somewhat open,Maybe/Not sure,No,1,Sometimes,Sometimes,34,Female,United States of America
0,Yes,No,No,No,No,Yes,Yes,No,,,No,I imagine that would prompt the interviewers to quickly disregard my resume.,No,I imagine that would prompt the interviewers to quickly disregard my resume.,"Yes, I think it would","No, I don't think they would",Somewhat not open,No,,1,Rarely,Often,30,Male,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,Yes,"If it's relevant, because it would require changes to work hours or something like that, I would bring it up. If not, then it's not relevant in an interview.",Yes,"Again, if relevant to the work hours or similar.","No, I don't think it would","No, I don't think they would",Somewhat open,No,,1,Rarely,Often,30,male,Denmark
0,I don't know,No,No,No,Yes,Yes,I don't know,No,,,Yes,"I am to the point in my career where if I can't be honest with my employer, then I do not want to work for them.",Yes,"I am to the point in my career that if cannot be honest with my employer, then I don't want to work for them.",Maybe,Maybe,Not applicable to me (I do not have a mental illness),Maybe/Not sure,N/A,0,Not applicable to me,Not applicable to me,31,Male,United States of America
0,Yes,Yes,No,No,Yes,Yes,Yes,No,,,Yes,?,No,None of their business,Maybe,"No, I don't think they would",Somewhat open,No,,1,Sometimes,Often,30,M,United States of America
0,Yes,No,Yes,No,No,No,I don't know,No,,,No,"I'd generally be able to cope/work despite physical health issues, but would doubt the interviewer would consider/believe that.  I wouldn't trust them to avoid bias based on health concerns.",No,Same reasons.  Doubt that interviewer would be able to avoid bias.,"Yes, I think it would",Maybe,Somewhat open,No,,0,Not applicable to me,Not applicable to me,32,Male,United States of America
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,,Maybe,,"Yes, it has","Yes, I think they would",Somewhat not open,"Yes, I observed",No,1,Never,Sometimes,22,Male,Czech Republic
1,,,,,,,,,"Sometimes, if it comes up",Yes,Maybe,Depends if it's going to have an impact on that particular job,Yes,"I suffer from burn-outs. If I'm ever willing to work for an employer again, this is something they need to be aware of in order to find the best way to avoid it.","Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,0,Sometimes,Often,37,Female,Belgium
0,Yes,No,Maybe,Maybe,Maybe,Maybe,I don't know,No,,,Maybe,Due to increased healthcare cost potential,Maybe,Would want them to know in case of potential impact on my work.  But would be hesitant due to possible stigma associated with it ,Maybe,"No, I don't think they would",Somewhat open,No,,0,Not applicable to me,Not applicable to me,51,Male,United States of America
0,I don't know,No,No,No,Maybe,Yes,I don't know,No,,,Maybe,Depends on the vibe from the interview.,Maybe,Depends on the vibe and the type of work.,"No, it has not",Maybe,Very open,No,,1,Rarely,Often,26,Male,United States of America
0,Yes,Yes,No,No,Yes,Yes,Yes,No,,,Yes,,No,,Maybe,"No, I don't think they would",Very open,"Yes, I observed",No,1,Never,Often,41,f,United States of America
0,I don't know,No,No,No,Maybe,Maybe,I don't know,No,,,Maybe,depends on the nature of the issue. i think it might bias them to look for reasons not to hire me or expect me to be a sub-par contributer,No,My internalized stigma is way too strong. ,"Yes, I think it would",Maybe,Somewhat open,No,,1,Never,Often,39,F,United States of America
0,Yes,No,Maybe,No,No,No,I don't know,No,,,No,,No,,"Yes, I think it would","Yes, I think they would",Neutral,Maybe/Not sure,N/A,1,Rarely,Sometimes,43,M,United States of America
0,I don't know,No,No,No,Yes,Yes,I don't know,No,,,Yes,Because I wouldn't want to work for a company who wouldn't support someone with a condition.,Yes,Because I wouldn't want to work for an employer who wouldn't hire someone with such a condition,Maybe,"No, I don't think they would",Very open,No,,0,Rarely,Rarely,30,M,United Kingdom
0,Yes,Yes,No,No,Maybe,Yes,Yes,No,,,Maybe,"Depends on the type of job, if it would affect my work, I would bring it up.",No,"I think there is a general feeling of ""you should be able to manage that"" via some employers and this is not where I would want to test that. I might bring up mental health coverage during an interview though.",Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,,0,Not applicable to me,Not applicable to me,24,Female,United States of America
1,,,,,,,,,"No, because it would impact me negatively",Yes,Maybe,,No,,Maybe,Maybe,Somewhat open,N/A,,1,Not applicable to me,Not applicable to me,30,m,Netherlands
0,No,No,Yes,Maybe,No,Maybe,I don't know,No,,,Maybe,People take physical illnesses or injuries seriously. You don't have to look a certain way to be believed to have a physical health issue. People can see it so they believe it. They often can't blame you for it or think you're just making it up ,No,"Are you serious right now? I would never in a million years discuss my mental health issues. I don't need my new employers judging me off the bat and having a reason to not give me the job because someone equally qualified who doesn't over share and talk about their problems is given the job instead of me. I also am lucky that work is a place where I often function better than I do at home. Personally, I do better when I don't allow myself the option to give into depressive episodes at work. But that's just my experience. I've worked at companies where my supervisor knew I was dealing with depression and addiction recovery and it didn't help me at all. He didn't understand and I made it easier for myself to slack off. At my new job I haven't told anyone and Even though I think they'd be more supportive and understanding, I feel better that I keep my personal issues out of the work place. Though I understand completely that other people who have mental health issues are not as lucky to be as functional as I am. ","Yes, I think it would","No, I don't think they would",Somewhat open,"Yes, I experienced",Yes,1,Rarely,Often,28,Cis female ,Germany
1,,,,,,,,,"No, because it would impact me negatively",Yes,No,"Unless it has a direct impact on my job, it's not their business, and I value my privacy.",No,"It would likely result in a negative opinion of me, and my ability to perform the job, and might also be communicated beyond the person performing the interview. It's not a potential employers business if it doesn't effect my ability to do the job, and I value my privacy.","Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",N/A,1,Rarely,Sometimes,48,Female,United States of America
1,,,,,,,,,Not applicable to me,Yes,Maybe,"Chronic physical health issues often affect hiring decisions, even though employers won't say so.  I'm diabetic, and have observed this to be true.",Maybe,"I assume that chronic mental health issues, like chronic physical health issues, would often affect hiring decisions, even though employers won't say so.  I'm diabetic, and have observed discrimination on the physical health side of things.",Maybe,Maybe,Somewhat open,"Yes, I observed",Maybe,1,Sometimes,Often,55,Female,United States of America
0,I don't know,Yes,Yes,Maybe,Yes,No,I don't know,No,,,Maybe,"I would if I got the impression it wouldn't count against me/the interviewer seemed empathetic to that scenario, because that condition might likely mean time away from work to address the issue and I would want to know the policies in place for employees with physical health issues, particularly for chronic illness. ",No,"It's a very personal thing, to talk about a mental health issue. It is harder to talk about because it forces me to tell you something that you otherwise might never know, unlike a physical ailment which could be visible or become visible over time without my consenting to share it. ",Maybe,Maybe,Somewhat open,"Yes, I observed",No,1,Not applicable to me,Often,36,F,United States of America
1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,Because it would impact the relationship (there might be adjustments needed to the work space for example) and I believe honesty up front to be the best approach.,Yes,Because it would impact the relationship (I might need certain freedom or personal space for example) and I believe honesty up front to be the best approach.,Maybe,Maybe,Somewhat open,No,,0,Not applicable to me,Not applicable to me,38,Male,Netherlands
0,I don't know,I don't know,Maybe,Maybe,Yes,Yes,I don't know,No,,,No,It has nothing to do with my job skills. My interviewer does not need to know about it. ,Maybe,"Same reason, if it does not affect my job skills, interviewer does not need to know. Otherwise, I might tell about it. ",Maybe,"No, I don't think they would",Very open,No,,0,Not applicable to me,Not applicable to me,34,Male,France
0,Yes,No,Maybe,No,No,Maybe,Yes,No,,,Maybe,Depends on what it is. ,No,I don't want to get passed over. ,"Yes, I think it would","Yes, I think they would",Neutral,No,,0,Not applicable to me,Not applicable to me,44,Female,United States of America
0,I don't know,No,Maybe,Maybe,No,Maybe,I don't know,No,,,No,Afraid of adding something negative to the balance sheet,No,Afraid to add something negative to the balance sheet,Maybe,Maybe,Somewhat open,No,,1,Rarely,Sometimes,45,Male,United States of America
0,Yes,No,Yes,Maybe,Maybe,No,No,No,,,Maybe,"I would bring up a physical health issue only if negotiating from a position of strength, such as having multiple offers or being currently employed in a stable position.",No,There is zero upside to bringing it up. There is no foreseeable circumstance in which bringing it up forestalls a problem or leads to opportunity.,"Yes, I think it would","Yes, I think they would",Not open at all,"Yes, I observed",No,1,Rarely,Often,45,M,United States of America
